	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI RAW\guis\BRIEFING.GADGET5	7	243	FONT	600	321	26	66	1	15	0	0	9	1	-125																				armfont				
ReImagined HPI RAW\guis\BRIEFING.GADGET6	7	243	FONT	600	321	26	66	1	15	0	0	9	1	-125																				corefont				
ReImagined HPI RAW\guis\BRIEFX.GADGET0	0	0	HEADER	0	0	640	480	0	0	0	0	0	0	0		3	1	0	0	PANEL																		
ReImagined HPI RAW\guis\BRIEFX.GADGET1	1	0	BEGIN	487	386	130	32	2	15	0	0	0	1	0											Begin Mission	0	66											
ReImagined HPI RAW\guis\BRIEFX.GADGET2	1	0	PREVMENU	487	431	130	32	2	15	0	0	0	1	0											Previous Menu	0	80											
ReImagined HPI RAW\guis\BRIEFX.GADGET3	1	243	MoreInfo	485	342	133	34	2	15	0	0	0	1	0											More Info	0	77											
ReImagined HPI RAW\guis\BUILDING.GADGET0	0	205	HEADER	0	128	192	352	-842150451	-842150451	-842150451	0	-51	1	-51		6	-51	-51	-51	ÍÍÍÍÍÍÍÍ																		
ReImagined HPI RAW\guis\BUILDING.GADGET1	1	132	COMMAND	0	0	64	64	2	15	0	0	0	1	-12											C. Center	0	0											
ReImagined HPI RAW\guis\BUILDING.GADGET2	1	132	STOP	64	0	64	64	2	15	0	0	0	1	-12											Building	0	0											
ReImagined HPI RAW\guis\BUILDING.GADGET3	1	77	ATTACK	128	0	64	64	2	15	0	0	0	1	-12											Building2	0	0											
ReImagined HPI RAW\guis\BUILDING.GADGET4	1	77	STAND	0	64	64	64	2	15	0	0	0	1	-12											Building3	0	0											
ReImagined HPI RAW\guis\BUILDING.GADGET5	1	77	REPAIR	64	64	64	64	2	15	0	0	0	1	-12											Building4	0	0											
ReImagined HPI RAW\guis\BUILDING.GADGET6	1	77	BOARD	128	64	64	64	2	15	0	0	0	1	-12											Building5	0	0											
ReImagined HPI RAW\guis\CDCHECK.GADGET0	0	0	HEADER	164	147	348	117	0	0	0	0	0	0	0		2	0	0	0		OK		OK															
ReImagined HPI RAW\guis\CDCHECK.GADGET1	5	0	Message	6	24	335	13	2	15	0	0	0	1	104											Please insert the Play CD													
ReImagined HPI RAW\guis\CDCHECK.GADGET2	1	0	OK	253	82	80	20	2	15	0	0	0	1	0											Ok	0	0	0	0									
ReImagined HPI RAW\guis\CHATSEL.GADGET0	0	0	HEADER	155	9	362	439	0	0	0	0	0	0	0		15	-51	-51	-51		OK																	
ReImagined HPI RAW\guis\CHATSEL.GADGET1	1	50	ALLIES	104	67	150	25	10	15	0	0	0	1	99											ALLIES	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET2	1	50	ENEMIES	104	99	150	25	10	15	0	0	0	1	99											ENEMIES	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET3	1	50	ALL	104	36	150	25	10	15	0	0	0	1	99											ALL	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET4	1	50	PLAYER0	20	147	150	25	10	15	0	0	0	1	99											PLAYER0	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET5	1	50	PLAYER1	196	149	150	25	10	15	0	0	0	1	99											PLAYER1	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET6	1	50	PLAYER2	20	182	150	25	10	15	0	0	0	1	99											PLAYER2	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET7	1	50	PLAYER3	197	183	150	25	10	15	0	0	0	1	99											PLAYER3	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET8	1	50	PLAYER4	20	216	150	25	10	15	0	0	0	1	99											BUTTON NAME	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET9	1	50	PLAYER5	197	217	150	25	10	15	0	0	0	1	99											BUTTON NAME	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET10	1	50	PLAYER6	21	251	150	25	10	15	0	0	0	1	99											BUTTON NAME	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET11	1	50	PLAYER7	198	252	150	25	10	15	0	0	0	1	99											BUTTON NAME	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET12	1	50	PLAYER8	22	289	150	25	10	15	0	0	0	1	99											BUTTON NAME	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET13	1	50	PLAYER9	199	289	150	25	10	15	0	0	0	1	99											PLAYER9	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET14	1	0	OK	222	388	101	28	2	15	0	0	0	1	99											OK	0	-68	0										
ReImagined HPI RAW\guis\CHATSEL.GADGET15	5	0	TEXT	120	7	130	20	2	15	0	0	0	1	99											TALK TO:													
ReImagined HPI RAW\guis\CMENU.GADGET0	0	205	HEADER	0	128	126	352	-842150451	-842150451	-842150451	0	-51	1	-51		10	-51	-51	-51	ÍÍÍÍÍÍÍÍ																		
ReImagined HPI RAW\guis\CMENU.GADGET1	1	245	PREV	0	0	63	32	2	15	0	0	0	1	-11											Prev	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET2	1	245	NEXT	63	0	63	32	2	15	0	0	0	1	-11											Next	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET3	1	78	WORKER	0	32	63	64	2	15	0	0	0	1	-11											Worker	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET4	1	78	SOLDIER	63	32	63	64	2	15	0	0	0	1	-11											Soldier	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET5	1	78	APLANT	0	96	63	64	2	15	0	0	0	1	-11											AirCraft	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET6	1	78	EPLANT	63	96	63	64	2	15	0	0	0	1	-11											Energy	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET7	1	78	CLONELAB	0	160	63	64	2	15	0	0	0	1	-11											Clone	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET8	1	78	RESEARCH	63	160	63	64	2	15	0	0	0	1	-11											Research	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET9	1	78	GEOPOWER	0	224	63	64	2	15	0	0	0	1	-11											Geo Pow	0	0											
ReImagined HPI RAW\guis\CMENU.GADGET10	1	78	RADAR	63	224	63	64	2	15	0	0	0	1	-11											Radar	0	0											
ReImagined HPI RAW\guis\CONTROL.GADGET0	0	205	control.GUI	437	-402	212	369	52685	52685	52685	0	-51	1	-51		21	-51	-51	-51		OK	OK	OK															
ReImagined HPI RAW\guis\CONTROL.GADGET1	1	0	OK	70	317	96	31	2	0	0	0	0	1	0											OK	0	79	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET2	1	0	PLAYER0	62	31	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	66	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET3	1	0	PLAYER1	62	54	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	85	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET4	1	0	PLAYER2	62	77	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	84	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET5	1	0	PLAYER3	62	100	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	78	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET6	1	0	PLAYER4	61	123	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	32	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET7	1	0	PLAYER5	61	147	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	65	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET8	1	0	PLAYER6	61	170	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	77	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET9	1	0	PLAYER7	61	193	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	69	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET10	1	0	PLAYER8	61	215	120	20	2	0	0	0	0	1	102											BUTTON NAME	0	0	0	0									
ReImagined HPI RAW\guis\CONTROL.GADGET11	6	0	LOGO0	36	32	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET12	6	0	LOGO1	36	55	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET13	6	0	LOGO2	36	78	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET14	6	0	LOGO3	36	101	20	19	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET15	6	0	LOGO4	36	123	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET16	6	0	LOGO5	36	146	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET17	6	0	LOGO6	36	169	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET18	6	0	LOGO7	36	192	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET19	6	0	LOGO8	36	215	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\CONTROL.GADGET20	5	0	REJECTTEXT	51	13	129	17	18	15	0	-127	0	1	102											Reject Player:													
ReImagined HPI RAW\guis\CONTROL.GADGET21	1	0	WATCHING	59	255	120	20	16385	0	0	0	0	1	0											No Watching|Watching OK	0	87	0	2									
ReImagined HPI RAW\guis\CORAAP1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORAAP1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORAAP1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORAAP1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORAAP1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORAAP1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORAAP1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORAAP1.GADGET7	1	77	CORTITAN	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORAAP1.GADGET8	1	77	CORVAMP	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORAAP1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORAAP1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORAAP1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORAAP1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACA1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACA1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACA1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACA1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACA1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACA1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACA1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACA1.GADGET7	1	77	CORMOHO	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACA1.GADGET8	1	77	CORINT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACA1.GADGET9	1	77	CORDOOM	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACA1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACA1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACA1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACA2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACA2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACA2.GADGET2	1	0	CORPREV	8	222	44	16	2	15	0	0	0	1	0												0	0	0										
ReImagined HPI RAW\guis\CORACA2.GADGET3	1	0	CORNEXT	72	222	44	16	2	15	0	0	0	1	0												0	0	0										
ReImagined HPI RAW\guis\CORACA2.GADGET4	1	77	CORSILO	0	27	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACA2.GADGET5	1	77	CORFMD	64	27	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACA2.GADGET6	1	0	CORASP	0	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\CORACA2.GADGET7	1	0	IGPATCH	64	91	64	64	0	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACA2.GADGET8	1	0	IGPATCH	0	155	64	64	0	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACA2.GADGET9	1	0	IGPATCH	64	155	64	64	0	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACA2.GADGET10	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACA2.GADGET11	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACA2.GADGET12	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACA2.GADGET13	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACA2.GADGET14	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACA2.GADGET15	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACA2.GADGET16	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACA2.GADGET17	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACK1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACK1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACK1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACK1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACK1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACK1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACK1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACK1.GADGET7	1	77	CORMOHO	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACK1.GADGET8	1	77	CORINT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACK1.GADGET9	1	77	CORDOOM	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACK1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACK1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACK1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACK2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACK2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACK2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACK2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACK2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACK2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACK2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACK2.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACK2.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACK2.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACK2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACK2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACK2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\Coracsub1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\Coracsub1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\Coracsub1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\Coracsub1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\Coracsub1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\Coracsub1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\Coracsub1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\Coracsub1.GADGET7	1	77	CORATL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Coracsub1.GADGET8	1	77	CORPLAT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Coracsub1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Coracsub1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\Coracsub1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\Coracsub1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACV1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACV1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACV1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACV1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACV1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACV1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACV1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACV1.GADGET7	1	77	CORMOHO	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACV1.GADGET8	1	77	CORINT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACV1.GADGET9	1	77	CORDOOM	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORACV1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACV1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACV1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORACV2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORACV2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORACV2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORACV2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORACV2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORACV2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORACV2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORACV2.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACV2.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACV2.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORACV2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORACV2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORACV2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORALAB1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORALAB1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORALAB1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORALAB1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORALAB1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORALAB1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORALAB1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORALAB1.GADGET7	1	77	CORROACH	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORALAB1.GADGET8	1	77	CORSPEC	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORALAB1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORALAB1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORALAB1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORALAB1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORAP1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORAP1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORAP1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORAP1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORAP1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORAP1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORAP1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORAP1.GADGET7	1	0	CORSHAD	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORAP1.GADGET8	1	0	CORVALK	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORAP1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORAP1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORAP1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORAP1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORASY1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
