	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	nodrawundergray	featurereclamate	nodisplayinfo	permanent	energy 
ReImagined HPI RAW\features\corpses\CORTRON_dead.cortron_dead	All Worlds	Wreckage	core_corpses		3	3	20						100	1366	2048		tree1reclamate											cortron_heap		1				1		cortron_dead			smudge01			
ReImagined HPI RAW\features\corpses\CORTRON_dead.cortron_heap	All Worlds	Wreckage	heaps		3	3	4						100	683	2048		tree1reclamate													1				0		3x3a			smudge01			
ReImagined HPI RAW\features\corpses\Coruwes_dead.Coruwes_dead	All Worlds	Wreckage	core_corpses		4	4	20						100	224	1217		tree1reclamate											Coruwes_heap		1				1		Coruwes_dead			smudge01			
ReImagined HPI RAW\features\corpses\Coruwes_dead.Coruwes_heap	All Worlds	Wreckage	heaps		4	4	4						100	112	609		tree1reclamate													1				0		4x4d			smudge01			
ReImagined HPI RAW\features\corpses\Coruwfus_dead.Coruwfus_dead	All Worlds	Wreckage	core_corpses		5	5	20						100	5768	1140		tree1reclamate											Coruwfus_heap		1				1		Coruwfus_dead			smudge01			
ReImagined HPI RAW\features\corpses\Coruwfus_dead.Coruwfus_heap	All Worlds	Wreckage	heaps		5	5	4						100	2884	570		tree1reclamate													1				0		5x5a			smudge01			
ReImagined HPI RAW\features\corpses\Coruwmex_dead.Coruwmex_dead	All Worlds	Wreckage	core_corpses		3	3	20						100	100	284		tree1reclamate											coruwmex_heap		1				1		Coruwmex_dead			smudge01			
ReImagined HPI RAW\features\corpses\Coruwmex_dead.Coruwmex_heap	All Worlds	Wreckage	heaps		3	3	4						100	50	142		tree1reclamate													1				0		3x3b			smudge01			
ReImagined HPI RAW\features\corpses\Coruwms_dead.Coruwms_dead	All Worlds	Wreckage	core_corpses		4	4	20						100	280	1400		tree1reclamate											Coruwms_heap		1				1		Coruwms_dead			smudge01			
ReImagined HPI RAW\features\corpses\Coruwms_dead.Coruwms_heap	All Worlds	Wreckage	heaps		4	4	4						100	140	700		tree1reclamate													1				0		4x4d			smudge01			
ReImagined HPI RAW\features\corpses\Corvipe_dead.Corvipe_dead	All Worlds	Wreckage	core_corpses		2	2	20						100	1717	1502		tree1reclamate													1				1		Corvipe_dead			smudge01			
ReImagined HPI RAW\features\corpses\Corvipe_dead.Corvipe_heap	All Worlds	Wreckage	heaps		2	2	4						100	859	751		tree1reclamate													1				0		2x2f			smudge01			
ReImagined HPI RAW\features\corpses\Corvoyr_dead.corvoyr_dead	All Worlds	Wreckage	core_corpses		2	2	20						100	74	280		tree1reclamate											corvoyr_heap		1				1		corvoyr_dead			smudge01			
ReImagined HPI RAW\features\corpses\Corvoyr_dead.corvoyr_heap	All Worlds	Wreckage	heaps		2	2	4						100	37	140		tree1reclamate													1				0		2x2a			smudge01			
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalMetal1	crystal	Metal	metal	0	3	3	0	crys-metal	crys-metal01		0	1	5	86	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalMetal2	crystal	Metal	metal	0	3	3	0	crys-metal	crys-metal02		0	1	5	140	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalMetal3	crystal	Metal	metal	0	3	3	0	crys-metal	crys-metal03		0	1	5	235	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalAquaOre1	crystal	Metal	metal	0	3	3	0	crys-metal	crys-aquaore01		0	1	5	86	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalAquaOre2	crystal	Metal	metal	0	3	3	0	crys-metal	crys-aquaore02		0	1	5	127	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Metal.CrystalAquaOre3	crystal	Metal	metal	0	3	3	0	crys-metal	crys-aquaore03		0	1	5	223	32009	1																										
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire01	crystal	Spire	spires	0	7	7	420	crys-spire	crystalspire01	crys-spireshad01	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire02	crystal	Spire	spires	0	6	5	240	crys-spire	crystalspire02	crys-spireshad02	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire03	crystal	Spire	spires	0	5	6	160	crys-spire	crystalspire03	crys-spireshad03	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire04	crystal	Spire	spires	0	6	4	120	crys-spire	crystalspire04	crys-spireshad04	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire05	crystal	Spire	spires	0	8	8	140	crys-spire	crystalspire05	crys-spireshad05	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire06	crystal	Spire	spires	0	8	8	200	crys-spire	crystalspire06	crys-spireshad06	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire07	crystal	Spire	spires	0	8	7	340	crys-spire	crystalspire07	crys-spireshad07	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire08	crystal	Spire	spires	0	8	8	160	crys-spire	crystalspire08	crys-spireshad08	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire09	crystal	Spire	spires	0	8	7	180	crys-spire	crystalspire09	crys-spireshad09	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire10	crystal	Spire	spires	0	5	6	100	crys-spire	crystalspire10	crys-spireshad10	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Spires.CrystalSpire11	crystal	Spire	spires	0	5	6	400	crys-spire	crystalspire11	crys-spireshad11	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Crystal\Crystal-Vents.CrystalVent01	crystal	Thermal Vent	steamvents	1	1	1	0	crys-vent	crys-therm01				0			1																			1							
ReImagined HPI RAW\features\Crystal\Crystal-Vents.CrystalVent02	crystal	Thermal Vent	steamvents	1	1	1	0	crys-vent	crys-therm02				0			1																			1							
ReImagined HPI RAW\features\Crystal\Crystal-Vents.CrystalVent03	crystal	Thermal Vent	steamvents	1	1	1	0	crys-vent	crys-therm03				0			1																			1							
ReImagined HPI RAW\features\Crystal\Crystal-Vents.CrystalVent04	crystal	Thermal Vent	steamvents	1	1	1	0	crys-vent	crys-therm04				0			1																			1							
ReImagined HPI RAW\features\Crystal\Crystal-Vents.CrystalVent05	crystal	Thermal Vent	steamvents	1	1	1	0	crys-vent	crys-therm05				0			1																			1							
ReImagined HPI RAW\features\desert\METAL.DryMetal01	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metal01		0	1	5	112	32009	1																										
ReImagined HPI RAW\features\desert\METAL.DryMetal02	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metal02		0	1	5	56	32009	1																										
ReImagined HPI RAW\features\desert\METAL.DryMetal03	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metal03		0	1	5	223	32009	1																										
ReImagined HPI RAW\features\desert\METAL.DryMetalB01	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metalb01		0	1	5	112	32009	1																										
ReImagined HPI RAW\features\desert\METAL.DryMetalB02	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metalb02		0	1	5	56	32009	1																										
ReImagined HPI RAW\features\desert\METAL.DryMetalB03	Desert	Metal Deposit	metal	0	3	3	0	drymetal	metalb03		0	1	5	223	32009	1																										
ReImagined HPI RAW\features\desert\ROCKS.DryRock01	Desert	Rock	rocks	0	4	3	5	dryrocks	rock01	rock01shad	0	1	100	50	2000		rock01rec										rock01boom	drycrush43		1				1					dryrock01scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock01Scar	Desert	Damaged Terrain	scars	0	4	3	0	dryscars	rock01scar		0	1	100		20000													dryrock01scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock02	Desert	Rock	rocks	0	4	3	5	dryrocks	rock02	rock02shad	0	1	100	50	2000		rock02rec										rock02boom	drycrush43		1				1					dryrock02scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock02Scar	Desert	Damaged Terrain	scars	0	4	3	0	dryscars	rock02scar		0	1	100		20000													dryrock02scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock03	Desert	Rock	rocks	0	2	2	5	dryrocks	rock03	rock03shad	0	1	100	25	2000		rock03rec										rock03boom	dryrock03scar		1				1					dryrock03scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock03Scar	Desert	Damaged Terrain	scars	0	2	2	0	dryscars	rock03scar		0	1	100		20000													dryrock03scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock04	Desert	Rock	rocks	0	3	4	5	dryrocks	rock04	rock04shad	0	1	100	75	2000		rock04rec										rock04boom	drycrush34		1				1					dryrock04scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock04Scar	Desert	Damaged Terrain	scars	0	3	4	0	dryscars	rock04scar		0	1	100		20000													dryrock04scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock05	Desert	Rock	rocks	0	1	1	5	dryrocks	rock05	rock05shad	0	1	100	25	2000		rock05rec										rock05boom	dryrock05scar		1				1					dryrock05scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock05Scar	Desert	Damaged Terrain	scars	0	1	1	0	dryscars	rock05scar		0	1	100		20000													dryrock05scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock06	Desert	Rock	rocks	0	3	4	5	dryrocks	rock06	rock06shad	0	1	100	50	2000		rock06rec										rock06boom	drycrush34		1				1					dryrock06scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock06Scar	Desert	Damaged Terrain	scars	0	3	4	0	dryscars	rock06scar		0	1	100		20000													dryrock06scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock07	Desert	Rock	rocks	0	3	3	5	dryrocks	rock07	rock07shad	0	1	100	75	2000		rock07rec										rock07boom	drycrush33		1				1					dryrock07scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock07Scar	Desert	Damaged Terrain	scars	0	3	3	0	dryscars	rock07scar		0	1	100		20000													dryrock07scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock08	Desert	Rock	rocks	0	2	2	5	dryrocks	rock08	rock08shad	0	1	100	25	2000		rock08rec										rock08boom	dryrock08scar		1				1					dryrock08scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock08Scar	Desert	Damaged Terrain	scars	0	2	2	0	dryscars	rock08scar		0	1	100		20000													dryrock08scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock09	Desert	Rock	rocks	0	2	2	5	dryrocks	rock09	rock09shad	0	1	100	25	2000		rock09rec										rock09boom	dryrock09scar		1				1					dryrock09scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock09Scar	Desert	Damaged Terrain	scars	0	2	2	0	dryscars	rock09scar		0	1	100		20000													dryrock09scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock10	Desert	Rock	rocks	0	4	4	5	dryrocks	rock10	rock10shad	0	1	100	100	2000		rock10rec										rock10boom	drycrush44		1				1					dryrock10scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock10Scar	Desert	Damaged Terrain	scars	0	4	4	0	dryscars	rock10scar		0	1	100		20000													dryrock10scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock11	Desert	Rock	rocks	0	4	3	5	dryrocks	rock11	rock11shad	0	1	100	75	2000		rock11rec										rock11boom	drycrush43		1				1					dryrock11scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock11Scar	Desert	Damaged Terrain	scars	0	4	3	0	dryscars	rock11scar		0	1	100		20000													dryrock11scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock12	Desert	Rock	rocks	0	3	3	5	dryrocks	rock12	rock12shad	0	1	100	25	2000		rock12rec										rock12boom	drycrush33		1				1					dryrock12scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock12Scar	Desert	Damaged Terrain	scars	0	3	3	0	dryscars	rock12scar		0	1	100		20000													dryrock12scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock13	Desert	Rock	rocks	0	4	3	5	dryrocks	rock13	rock13shad	0	1	100	50	2000		rock13rec										rock13boom	drycrush43		1				1					dryrock13scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock13Scar	Desert	Damaged Terrain	scars	0	4	3	0	dryscars	rock13scar		0	1	100		20000													dryrock13scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock14	Desert	Rock	rocks	0	4	4	5	dryrocks	rock14	rock14shad	0	1	100	75	2000		rock14rec										rock14boom	drycrush44		1				1					dryrock14scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock14Scar	Desert	Damaged Terrain	scars	0	4	4	0	dryscars	rock14scar		0	1	100		20000													dryrock14scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryRock15	Desert	Rock	rocks	0	3	3	5	dryrocks	rock15	rock15shad	0	1	100	50	2000		rock15rec										rock15boom	drycrush33		1				1					dryrock15scar			
ReImagined HPI RAW\features\desert\ROCKS.DryRock15Scar	Desert	Damaged Terrain	scars	0	3	3	0	dryscars	rock15scar		0	1	100		20000													dryrock15scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryCrush44	Desert	Rock	rocks	0	4	4	0	drycrush	rockcrush44	rockcrush44shad	0	1	100	50	2000		rockcrush44rec										rockcrush44boom	drycrush44scar		1				1					drycrush44scar			
ReImagined HPI RAW\features\desert\ROCKS.DryCrush44Scar	Desert	Damaged Terrain	scars	0	4	4	0	dryscars	rockcrush44scar		0	1	100		20000													drycrush44scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryCrush43	Desert	Rock	rocks	0	4	3	0	drycrush	rockcrush43	rockcrush43shad	0	1	100	50	2000		rockcrush43rec										rockcrush43boom	drycrush43scar		1				1					drycrush43scar			
ReImagined HPI RAW\features\desert\ROCKS.DryCrush43Scar	Desert	Damaged Terrain	scars	0	4	3	0	dryscars	rockcrush43scar		0	1	100		20000													drycrush43scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryCrush34	Desert	Rock	rocks	0	3	4	0	drycrush	rockcrush34	rockcrush34shad	0	1	100	25	2000		rockcrush34rec										rockcrush34boom	drycrush34scar		1				1					drycrush34scar			
ReImagined HPI RAW\features\desert\ROCKS.DryCrush34Scar	Desert	Damaged Terrain	scars	0	3	4	0	dryscars	rockcrush34scar		0	1	100		20000													drycrush34scar						0								
ReImagined HPI RAW\features\desert\ROCKS.DryCrush33	Desert	Rock	rocks	0	3	3	0	drycrush	rockcrush33	rockcrush33shad	0	1	100	25	2000		rockcrush33rec										rockcrush33boom	drycrush33scar		1				1					drycrush33scar			
ReImagined HPI RAW\features\desert\ROCKS.DryCrush33Scar	Desert	Damaged Terrain	scars	0	3	3	0	dryscars	rockcrush33scar		0	1	100		20000													drycrush33scar						0								
ReImagined HPI RAW\features\desert\RUIN.DryRuin01	Desert	Ruin	ruin	0	4	4	15	ruins1	ruin01	ruin01shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin02	Desert	Ruin	ruin	0	3	3	15	ruins1	ruin02	ruin02shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin03	Desert	Ruin	ruin	0	7	4	15	ruins1	ruin03	ruin03shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin04	Desert	Ruin	ruin	0	1	2	15	ruins1	ruin04	ruin04shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin05	Desert	Ruin	ruin	0	2	3	15	ruins1	ruin05	ruin05shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin06	Desert	Ruin	ruin	0	3	2	15	ruins1	ruin06	ruin06shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin07	Desert	Ruin	ruin	0	4	5	15	ruins1	ruin07	ruin07shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin08	Desert	Ruin	ruin	0	2	6	15	ruins1	ruin08	ruin08shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin09	Desert	Ruin	ruin	0	3	3	15	ruins1	ruin09	ruin09shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin10	Desert	Ruin	ruin	0	6	8	15	ruins1	ruin10	ruin10shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin11	Desert	Ruin	ruin	0	5	4	15	ruins1	ruin11	ruin11shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin12	Desert	Ruin	ruin	0	6	5	15	ruins1	ruin12	ruin12shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin13	Desert	Ruin	ruin	0	6	2	15	ruins1	ruin13	ruin13shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin14	Desert	Ruin	ruin	0	5	5	15	ruins1	ruin14	ruin14shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin15	Desert	Ruin	ruin	0	6	5	15	ruins1	ruin15	ruin15shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin16	Desert	Ruin	ruin	0	5	2	15	ruins1	ruin16	ruin16shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin17	Desert	Ruin	ruin	0	2	3	15	ruins1	ruin17	ruin17shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin18	Desert	Ruin	ruin	0	2	7	15	ruins1	ruin18	ruin18shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin19	Desert	Ruin	ruin	0	5	4	15	ruins1	ruin19	ruin19shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\RUIN.DryRuin20	Desert	Ruin	ruin	0	6	5	15	ruins1	ruin20	ruin20shad	0	1	100		2000	1																		1								
ReImagined HPI RAW\features\desert\VENTS.DryVent01	Desert	Thermal Vent	steamvents	1	1	1	0	dryvents	vent01				0			1																			1							
ReImagined HPI RAW\features\desert\VENTS.DryVent02	Desert	Thermal Vent	steamvents	1	1	1	0	dryvents	vent02				0			1																			1							
ReImagined HPI RAW\features\desert\VENTS.DryVent03	Desert	Thermal Vent	steamvents	1	1	1	0	dryvents	vent03				0			1																			1							
