	UnitName	Version	Side	Objectname	Designation	Name	Description	FootprintX	FootprintZ	BuildCostEnergy	BuildCostMetal	MaxDamage	MaxWaterDepth	MaxSlope	EnergyUse	BuildTime	WorkerTime	BMcode	Builder	ThreeD	ZBuffer	NoAutoFire	SightDistance	RadarDistance	SoundCategory	EnergyStorage	MetalStorage	ExplodeAs	SelfDestructAs	Category	TEDClass	Copyright	YardMap	Corpse	GermanName	GermanDescription	UnitNumber	FrenchName	Frenchdescription	firestandorders	StandingFireOrder	mobilestandorders	StandingMoveOrder	canmove	canpatrol	canstop	SpanishName	SpanishDescription	ItalianName	ItalianDescription	Ovradjust	canguard	MaxVelocity	BrakeRate	Acceleration	TurnRate	SteeringMode	ShootMe	Scale	EnergyMake	DefaultMissionType	maneuverleashlength	MovementClass	MinWaterDepth	buildangle	canattack	Weapon1	Weapon2	Weapon3	downloadable	wpri_badTargetCategory	BadTargetCategory	wsec_badTargetCategory	Floater	Canfly	cruisealt	BankScale	Builddistance	CanReclamate	MetalMake	Upright	standingmoveorder	SonarDistance	WaterLine	Downloadable	Spanishdescription	Italiandescription	NoChaseCategory	canhover	digger	DamageModifier	antiweapons	ai_weight	ai_limit	noshadow	floater	waterline	ActivateWhenBuilt	onoffable	RadarDistanceJam	NoShadow	Waterline	sortbias	IsAirBase	TransMaxUnits	canload	transportsize	transportcapacity	altfromsealevel	corpse	norestrict	HoverAttack	CloakCost	candgun	CloakCostMoving	HealTime	CanCapture	HideDamage	ImmuneToParalyzer	Commander	ShowPlayerName	mincloakdistance	maxwaterdepth	amphibious	IsFeature	PigLatinName	JapaneseName	PigLatinDescription	MoveRate1	Buildangle	MakesMetal	teleporter	Stealth	ExtractsMetal	kamikaze	selfdestructcountdown	init_cloaked	attackrunlength	SonarDistanceJam	FrenchDescription	istargetingupgrade	transportmaxunits	TidalGenerator	kamikazedistance	WindGenerator	MobileStandOrders	weapon1	cantbetransported	Germanname	Germandescription	Frenchname	Spanishname	Italianname	canreclamate	canresurrect	resurrect	stealth	BuildAngle	OVRadjust	upright	ovradjust	PitchScale	MoveRate2
ReImagined HPI Compile\ReIm_Units\Corcsa.UNITINFO	CORCSA	1	CORE	CORCSA	CVA-W5	Construction Seaplane	Tech Level 1	3	3	5824	125	180	0	10	0.1	11520	50	1	1	1	1	0	270	0	CORE_CVTOL	50	50	SMALL_UNITEX	SMALL_UNIT	CORE VTOL CTRL_V LEVEL1 CONSTR NOWEAPON NOTSUB CTRL_B	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Bau-Wasserflugzeug	Tech Level 1	90	Hydravion de construction	Niveau Tech 1			1	1	1	1	1	Hidroavión de Construcción	Nivel Tecn. 1	Idrovolante da costruzione	Tecnologia Livello 1	1	1	6.3	1.7	0.04	116	1	1	0.8	11	VTOL_Standby	1280													1	75	1.5	40	1	0.3																																											255	1																																							
ReImagined HPI Compile\ReIm_Units\CORCV.UNITINFO	CORCV	1	CORE	CORCV	CMA-17	Construction Vehicle	Tech Level 1	3	3	2145	175	825	19	16	0.2	5146	100	1	1	1	1	0	200	0	CORE_CVEHICLE	50	50	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corcv_dead	Konstr.-Fahrzeug	Tech Level 1	98	Véhicule de construction	Niveau Tech 1			1	1	1	1	1	Vehículo de Constr.	Nivel Tecn. 1	Veicolo Costruttore	Tecnologia Livello 1	1	1	1.3	0.085	0.011	207	1	1		9.2	Standby	640	TANKSH3															40	1	0.25																																																																																			
ReImagined HPI Compile\ReIm_Units\Cordecom.UNITINFO	CORDECOM	1.2	CORE	CORDECOM	COR-DWM	Decoy Commander	Decoy Commander	2	2	12085	705	1580	35	20	0	26941	30	1	1	1	1		290	0	CORE_COM			DECOY_COMMANDER_BLAST	DECOY_COMMANDER_BLAST	CORE WEAPON NOTAIR NOTSUB CTRL_W	COMMANDER	Copyright 1997 Humongous Entertainment. All rights reserved.			Commander-Double	Commander-Double	232	Commandeur Appât	Commandeur Appât	1	2	1	0	1	1	1	Comandante Señuelo	Comandante Señuelo	Comandante Esca	Comandante Esca		1	1.07	0.32	0.16	1030	2	1			Standby	640	TANKDS2			1	CORCOMLASER			1	VTOL	VTOL						60	1		1							VTOL						limit CORDECOM 2				1																				1			1																																										
ReImagined HPI Compile\ReIm_Units\CORDEV1.UNITINFO	CORDEV1	1.2	CORE	CORDEV1	DEDEV	Implosion Device	Implosion Device	8	8	132500	8545	4110	0	10	0	732958	0	0	0	1	1	0	210	0	CORE_ESTOR	0	0	NUCLEAR_MISSILE	NUCLEAR_MISSILE	CORE LEVEL2 DEV NOWEAPON NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooo		Implosions-Sprengsatz	Implosions-Sprengsatz	291	Bombe Galactique	Bombe Galactique								Dispositivo de Implosión	Dispositivo de Implosión	Dispositivo di implosione	Dispositivo di implosione																				1																												1												cordev1_dead	1																																																				
ReImagined HPI Compile\ReIm_Units\CORDOOM.UNITINFO	CORDOOM	1	CORE	CORDOOM	COR-ANN1	Doomsday Machine	Energy Weapon	3	3	14245	2140	3140	0	10	0	39276	0	0	0	1	1	1	380	0	COR_DOOM	0	0	ATOMIC_BLAST	CRAWL_BLASTSML	CORE SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	cordoom_dead	Doomsday Machine	Hochenergiewaffe / Energiegeschosse	99	Apocalypsus	Tire des charges d'énergie	1	2					1	Doomsday Machine	Máquina del Juicio Final	Doomsday Machine	Arma a energia	1							1							4096	1	CORE_DOOMSDAY	CORE_LIGHTLASER	CORE_LASERH1				NOTAIR																		0.5																																																																								
ReImagined HPI Compile\ReIm_Units\CORDRAG.UNITINFO	CORDRAG	1	CORE	CORDRAG	A-102-C	Dragon's Teeth	Perimeter Defense	2	2	300	11	3600	0	32	0	565	0	0	0	1	1	0	100	0	NONE	0	0			CORE METAL LEVEL2 NOWEAPON NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	f	DragonsTeeth_core	Panzersperre	Palisadenanlage	100	Dent de dragon	Périmètre de défense								Dragon's Teeth	Defensa de perímetro	Denti del Drago	Difesa perimetrale	1									0					8192																																																												1																																						
ReImagined HPI Compile\ReIm_Units\CORESTOR.UNITINFO	CORESTOR	1	CORE	CORESTOR	ES-22	Energy Storage	Increases Energy Storage	4	4	2490	250	1070	0	10	0	12750	0	0	0	1	1	0	210	0	CORE_ESTOR	3000	0	ESTOR_BUILDINGEX	ESTOR_BUILDING	CORE ENERGY LEVEL1 NOWEAPON  NOTAIR NOTSUB STORAGE	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooooooo	corestor_dead	Energiespeicher	Vergrößert Lager für Energievorräte	101	Dépôt d'énergie	Augmente le stockage d'énergie								Almacén de Energía	Incrementa capacidad de alm.energía	Deposito di Energia	Incrementa l'immagazzinamento di energia	1														8196																																	1																																																																	
ReImagined HPI Compile\ReIm_Units\CORETER.UNITINFO	CORETER	1	CORE	CORETER	MB-2-S	Deleter	Mobile Radar Jammer	3	3	1757	100	520	0	16	14	6404	0	1	0	1	1	0	230		CORE_JAM	0	0	SMALL_UNITEX	SMALL_UNIT	CORE TANK NOWEAPON JAM LEVEL2 NOTAIR NOTSUB CTRL_R	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		coreter_dead	Deleter	Mobiler Radarstörer	102	Perturbator	Brouilleur de radar mobile			1	1	1	1	1	Deleter	Distorsionador de radar	Deleter	Crea interferenze radar - mobile	1	1	1.05	0.014	0.031	512	1	1		14	Standby	640	TANKSH3																																			1	1	420																																																															
ReImagined HPI Compile\ReIm_Units\CORFAST.UNITINFO	CORFAST	1.2	CORE	CORFAST	KB-LXS	Freaker	Fast Attack Kbot	2	2	2658	175	630	22	17	0.3	8541	0	1	0	1	1	0	280	0	CORE_KBOT	0	0	SMALL_UNITEX	SMALL_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		CORFAST_dead	Freaker	Schneller Angriffs-Kbot	252	Paniqueur	Kbot d'Assaut Rapide	1	2	1	1	1	1	1	Freaker	Kbot de asalto rápido	Freaker	Kbot veloce d'attacco		1	2.25	0.2	0.1	1111	2	1		0.3	Standby	640	KBOTSF2			1	corfast_weapon			1	VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORFAV.UNITINFO	CORFAV	1	CORE	CORFAV	MA-L8	Weasel	Scout	2	2	575	38	84	12	18	0.3	1515	0	1	0	1	0	0	310	0	CORE_VEHICLE	0	0	SMALL_UNITEX	SMALL_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corfav_dead	Weasel	Aufklärer	103	Fouine	Reconnaissance	1	2	1	1	1	1	1	Weasel	Vehículo de reconocimiento	Weasel	Ricognitore	1	1	2.8	0.051	0.036	500	1	1		0.3	Standby	640	TANKSH2			1	CORE_LASER																																																																																																
ReImagined HPI Compile\ReIm_Units\CORFDRAG.UNITINFO	CORFDRAG	1.2	CORE	CORFDRAG	WB-S	Floating Dragon's Teeth	Floating Dragon's Teeth	2	2	630	18	3800	0	32	0	1000	0	0	0	1	1	0	100	0	NONE	0	0			CORE LEVEL2 NOWEAPON NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	w	FloatingTeeth_core	Drachenzahn	Schwimmender Drachenzahn	218	Dent de dragon flottante	Périmètre de défense marin								Dragon's Teeth		Denti del Drago											0				1	8192					1																Dragon's Teeth flotante	Denti del Drago galleggianti															1																							1																																						
ReImagined HPI Compile\ReIm_Units\CORFHLT.UNITINFO	CORFHLT	1.2	CORE	CORFHLT	FF-ML4	Thunderbolt	Floating Heavy Laser Tower	3	3	5812	558	1385			0.1	12651	0	0	0	1	1	0	360	0	CORE_KBOT	200	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL LEVEL2 WEAPON NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwww	corfhlt_dead	Donnerschlag	Schwimmender schwerer Laser	188	Foudroyeur	Tourelle laser lourde flottante	1	2					1	Thunderbolt	Torre láser pesada flotante	Thunderbolt	Torretta Laser pesante galleggiante								1			GUARD_NOMOVE			5	16384	1	CORFHLT_LASER			1	NOTAIR	NOTAIR												3										limit CORFHLT 4				1			1																																																														
ReImagined HPI Compile\ReIm_Units\CORFINK.UNITINFO	CORFINK	1	CORE	CORFINK	VA-8-T	Fink	Air Scout	2	2	1369	36	90	0	10	0.2	2156	0	1	0	1	1	0	350	650	CORE_VTOL	0	0	SMALL_UNITEX	SMALL_UNIT	CORE VTOL CTRL_V LEVEL1 NOWEAPON NOTSUB 	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Fink	Aufklärer	105	Mouchard	Avion de reconnaissance		2	1	1	1	1	1	Fink	Aeronave de reconocimiento 	Fink	Ricognitore aereo	1	1	11	10	0.4	700	1	1		0.2	VTOL_standby	1280													1	200	1																																																																																						
ReImagined HPI Compile\ReIm_Units\CORFLAK.UNITINFO	CORFLAK	1.2	CORE	CORFLAK	F-AA1	Cobra	Anti-Air Flak Gun	2	2	18995	1092	1655	0	10	0	40223	0	0	0	1	1	0	340	0	GUARD	0	0	LARGE_BUILDINGEX	MEDIUM_BUILDING	CORE LEVEL3 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corflak_dead	Cobra	Flak	161	Cobra	Canon antiaérien	1	2					1	Cobra	Arma de fuego antiaéreo	Cobra	Cannone per bersagli aerei								1			GUARD_NOMOVE				8192	1	CORFLAK_GUN			1	NOTAIR	NOTAIR																					weight CORFLAK 6	limit CORFLAK 8																																																																					
ReImagined HPI Compile\ReIm_Units\CORFMD.UNITINFO	CORFMD	1	CORE	CORFMD	COR-FMD1	Fortitude Missile Defense	Anti Missile Defense System	4	4	92321	1508	780	0	10	0	96450	0	0	0	1	1	1	150	0	COR_FMD	0	0	ATOMIC_BLAST	CRAWL_BLASTSML	CORE SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	armamd_dead	Flugkörper-Powerabwehr	Anti-Flugkörper Abwehrsystem	156	Défense Courage	Système de défense anti-missiles	1	2						Fortaleza Antimisiles	Sistema de defensa antimisiles	Difesa Missilistica Fortitude	Sistema di difesa anti-missilistico	1							1							4096		FMD_ROCKET				NOTAIR	NOTAIR																			0.5	1																																																																							
ReImagined HPI Compile\ReIm_Units\CORFMKR.UNITINFO	CORFMKR	1.2	CORE	CORFMKR	FMR	Floating Metal Maker	Floating Metal Maker	3	3	1530		120	0	10	60	2682	0	0	0	1	1	0	210	0	CORE_MAKER	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL2 NOWEAPON  NOTAIR NOTSUB 	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	w		Schwimmschmelze	Schwimmende Metallherstellung	170	Métallo flottant	Convertit l'énergie en métal								Productor de metal flotante	Productor de Metal flotante	Generatore di Metallo	Produttore di Metallo galleggiante														11						1																								limit CORFMKR 4				1	1			22																												8192	1																																
ReImagined HPI Compile\ReIm_Units\CORFORT.UNITINFO	CORFORT	1.2	CORE	CORFORT	ARM-MRJ	Fortification Wall	Perimeter Defense	2	2	612	23	1750	0	32	0	810	0	0	0	1	1	0	100	0	NONE	0	0			CORE METAL LEVEL2 NOWEAPON NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	f	fortification_core	Festungswerk	Befestigungswand	189	Mur de fortification	Périmètre de défense								Fortification		Fortificazioni											0					0					1																Périmètre de défense	Mura fortificate																																						1																																						
ReImagined HPI Compile\ReIm_Units\CORFRT.UNITINFO	CORFRT	1.2	CORE	CORFRT	FF-R8	Stinger	Missile Tower - Naval Series	4	4	1054	72	290			0.1	2357	0	0	0	1	1	0	360	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL LEVEL2 WEAPON NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwww	corfrt_dead	Grenadier	Raketenturm - Marineeinheit	172	Pulverizer NAVY	Tourelle lance-missiles NAVY	1	2					1	Pulverizer-SN	Torre Lanzamisiles-Serie Naval	Grenatiere	Torretta missilistica - Sezione Navale								1			GUARD_NOMOVE			2	16384	1																	0	4	1									limit CORFRT 6	1																																																				corfrt_missile																
ReImagined HPI Compile\ReIm_Units\CORFUS.UNITINFO	CORFUS	1	CORE	CORFUS	EF-5	Fusion Power Plant	Produces Energy	5	5	37865	5004	3000	1	10	0	94281	0	0	0	1	1	0	210	0	CORE_FUS	0	0	ATOMIC_BLAST	NUCLEAR_MISSILE	CORE ENERGY LEVEL3 NOWEAPON NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooooooooooooooooooo	corfus_dead	Fusionreaktor	Liefert Energie	106	Réacteur nucléaire	Produit de l'énergie								Planta de Fusión	Produce energía	Generatore a Fusione	Produce energia	1									1050					16384																																	1																																																																	
ReImagined HPI Compile\ReIm_Units\CORGANT.UNITINFO	CORGANT	1.2	CORE	CORGANT	GKA-DML	Krogoth Gantry	Builds Krogoth	9	9	9574	6587	3050	0	10	0	41937	200	0	1	1	1	0	210	0	CORE_GANTRY	1400	800	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL3 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo ooooooooo oocccccoo oocccccoo oocccccoo oocccccoo oocccccoo oocccccoo oocccccoo 	corgant_dead	Krogoth-Werft	Baut Krogoth-Bots	253	Chantier de Krogoth	Construit Krogoth	1	2	1	1	1	1	1	Krogoth Gantry	Construye Krogoths	Fabbrica Krogoth	Costruzione Krogoth																				1																																																																																													
ReImagined HPI Compile\ReIm_Units\CORGATE.UNITINFO	CORGATE	1	CORE	CORGATE	COR-GG	Galactic Gate	Space Teleporter	4	4	1982431	197485	2469	0	10	3000	3421694	0	0	0	1	1	0	210	0	GATE	0	0	ATOMIC_BLAST	CRAWL_BLASTSML	CORE SPECIAL NOWEAPON NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corgate_dead	Galaxistor	Weltraum-Teleporter	107	Porte galactique	Téléporteur spatial								Puerta Galáctica	Teletransportador espacial	Cancello Galattico	Teletrasporto spaziale	1														2048																																														1																					1																															
ReImagined HPI Compile\ReIm_Units\CORGATOR.UNITINFO	CORGATOR	1	CORE	CORGATOR	TA-PB4	Instigator	Assault Tank	2	2	887	110	653	12	10	0.5	1737	0	1	0	1	1	0	210	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR  NOTSUB CTRL_W 	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corgator_dead	Instigator	Gefechtspanzer	108	Agitator	Char d'assaut	1	2	1	1	1	1	1	Instigator	Tanque de asalto	Instigator	Carro armato d'assalto	1	1	1.9	0.009765625	0.02	475	1	1		0.5	Standby	640	TANKSH2			1	GATOR_LASER				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORGEO.UNITINFO	CORGEO	1	CORE	CORGEO	EG-9	Geothermal Powerplant	Produces Energy	4	4	9375	505	930	0	10	0	12875	0	0	0	1	1	0	210	0	CORE_GEO	0	0	LARGE_BUILDINGEX	NUCLEAR_MISSILE	CORE ENERGY LEVEL2 NOWEAPON NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	GGGGGGGGGGGGGGGG	corgeo_dead	Geotherm. Kraftwerk	Liefert Energie	109	Centrale géothermique	Produit de l'énergie								Planta Geotérmica	Genera energía	Stabilimento Geotermico	Produce energia	1									250					4096																																	1																																																																	
ReImagined HPI Compile\ReIm_Units\CORGOL.UNITINFO	CORGOL	1	CORE	CORGOL	PS20	Goliath	Very Heavy Assault Tank	3	3	3906	697	2845	12	16	0.5	7058	0	1	0	1	1	0	210	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corvroc_dead	Goliath	Überschwerer Gefechtspanzer	110	Goliath	Char d'assaut très lourd	1	2	1	1	1	1	1	Goliath	Tanque súper pesado	Goliath	Carro armato super-pesante da attacco	1	1	0.8	0.03	0.015	206	1	1		0.5	Standby	640	TANKSH3			1	COR_GOL				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORHLT.UNITINFO	CORHLT	1	CORE	CORHLT	F-ML21	Gaat Gun	Heavy Laser Tower	2	2	5443	589	1200	0	10	0	9622	0	0	0	1	1	0	350	0	HLT	200	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE defensive weapon level2 NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corhlt_dead	Gaat Kanone	Schwerer Laserturm	111	Canon Gaat	Tour laser lourde	1	2					1	Gaat Gun	Torre láser pesada	Gaat	Torretta laser pesante	1							1			GUARD_NOMOVE				4096	1	CORE_LASERH1				VTOL	VTOL																																																																																											
ReImagined HPI Compile\ReIm_Units\CORHP.UNITINFO	CORHP	1.2	CORE	CORHP	P-HP1	Hovercraft Platform	Builds Hovercraft	8	7	5421	1793	3356	0	10	0	19005	200	0	1	1	1	0	240	0	CORE_HOVER_PLANT	200	200	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT LEVEL2 NOWEAPON NOTAIR NOTSUB CTRL_F	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooccccoo ooccccoo ooccccoo ooccccoo ooccccoo ooccccoo ooccccoo	corhp_dead	Hovercraft-Plattform	Baut Hovercrafts	191	Plate-forme de construction	Construit des Hovercrafts	1	2	1	1	1	1	1	Plataforma Hovercraft	Construye hovercrafts	Piattaforma Hovercraft	Costruisce Hovercraft																				1																																																																																													
ReImagined HPI Compile\ReIm_Units\CORHRK.UNITINFO	CORHRK	1.2	CORE	CORHRK	KA-R3	Dominator	Heavy Rocket Kbot	2	2	2107	388	620	21	14	0.6	5191	0	1	0	1	1	0	285	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corhrk_dead	Dominator	Schwerer Raketen-Kbot	216	Tyrannor	Lanceur-roquette lourd	1	2	1	1	1	1	1	Dominator	Kbot Lanzacohetes pesado	Dominator	Kbot lanciarazzi pesante		1	1.25	0.15	0.091552734	1003	2	1		0.6	Standby	640	TANKSH2			1	CORHRK_ROCKET			1	VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORHUNT.UNITINFO	CORHUNT	1.2	CORE	CORHUNT	SS-UT	Hunter	Airborne Sonar	3	3	7421	142	495	0	10	15	10512	0	1	0	1	1	0	350	0	COR_SEASONAR	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON TORP NOTSUB CTRL_R	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Hunter	Sonarflugzeug	254	Renifleur	Sonar Aéroporté			1	1	1	1	1	Hunter	Sonar Aerotransportado	Hunter	Sonar aerotrasportato		1	9.7	3	0.05	409	1	1		15	VTOL_standby	1280								1					1	190	1						1445																										1														255	1					8																																		
ReImagined HPI Compile\ReIm_Units\CORHURC.UNITINFO	CORHURC	1	CORE	CORHURC	VA-B3	Hurricane	Strategic Bomber	3	3	8050	220	480	0	10	0.6	16269	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON TORP  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Hurricane	Strategischer Bomber	112	Ouragan	Bombardier stratégique	1	2	1	1	1	1	1	Hurricane	Bombardero estratégico	Hurricane	Bombardiere strategico	1	1	9.1	0.5	0.05	256	1	1		0.6	VTOL_standby	1280				1	CORADVBOMB	CORAIR2AIRLASER					NOTAIR		1	160												UNDERWATER																					1																													290																									
ReImagined HPI Compile\ReIm_Units\CORINT.UNITINFO	CORINT	1	CORE	CORINT	F-PS2	Intimidator	Long Range Plasma Cannon	3	3	62520	4328	1900	0	10	0	93237	0	0	0	1	1	1	210	0	COR_INT	0	0	ATOMIC_BLAST	ATOMIC_BLAST	CORE LEVEL3 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corint_dead	Intimidator	Langstrecken-Plasmawerfer	113	Intimidator	Canon à plasma de longue portée	1	0					1	Intimidator	Cañón de plasma de largo alcance	Intimidator	Cannone al plasma a lungo raggio	1							1			GUARD_NOMOVE					1	CORE_INTIMIDATOR				VTOL																																																																																												
ReImagined HPI Compile\ReIm_Units\CORKROG.UNITINFO	CORKROG	1.2	CORE	CORKROG	ARM-KL	Krogoth	Experimental Kbot	3	3	116664	29489	29918	12	17	1.1	382193	0	1	0	1	1	0	255	0	KROGOTH	0	0	NUCLEAR_MISSILE	NUCLEAR_MISSILE	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corkrog_dead	Krogoth	Experimental-Kbot	231	Krogoth	Kbot Expérimental	1	2	1	1	1	1	1	Krogoth	Kbot experimental	Krogoth	Kbot sperimentale		1	1	0.19	0.09	960	2	1		1.1	Standby	640	TANKSH3			1	CORKROG_FIRE	CORKROG_HEAD	CORKROG_ROCKET	1											1							VTOL																																																												1															
ReImagined HPI Compile\ReIm_Units\CORLAB.UNITINFO	CORLAB	1	CORE	CORLAB	PAK	Kbot Lab	Produces Kbots	6	6	1250	680	2600	0	10	0	7000	100	0	1	1	1	0	221	0	KBOTPLANT	100	100	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL1 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooccoo occcco occcco occcco occcco occcco	corlab_dead	Kbot-Labor	Tech Level 1	114	Labo de Kbots	Niveau Tech 1	1	2	1	1	1	1	1	Laboratorio Kbot	Produce Kbots	Laboratorio Kbot	Produce Kbot	1														1024																																																																																																		
ReImagined HPI Compile\ReIm_Units\CORLEVLR.UNITINFO	CORLEVLR	1.2	CORE	CORLEVLR	TB-LG	Leveler	Riot Tank	2	2	1887	292	375	12	17	0.3	4209	0	1	0	1	1	0	220	0	CORE_TANK	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		CORLEVLR_dead	Leveler	Vernichtungspanzer	266	Levier	Tank émeute	1	2	1	1	1	1	1	Apisonadora	Tanque Antidisturbios	Leveler	Carro armato d'assalto		1	0.8	0.19	0.02	220	2	1		0.3	Standby	640	TANKSH2			1	CORLEVLR_WEAPON				VTOL														1			VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORLLT.UNITINFO	CORLLT	1	CORE	CORLLT	F-L44	Light Laser Tower	Light Laser Tower	2	2	2608	268	710	0	10	0	4724	0	0	0	1	1	0	350	0	LLT	100	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE defensive weapon level1 NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corllt_dead	Leichter Laserturm	Leichter Laserturm	115	Tourelle laser	Tour laser  	1	2					1	Torre Láser Ligera	Torre láser ligera	Torretta Laser Leggera	Torretta laser leggera	1							1			GUARD_NOMOVE				32768	1	CORE_LIGHTLASER				VTOL	VTOL																																																																																											
ReImagined HPI Compile\ReIm_Units\CORMABM.UNITINFO	CORMABM	3.1	CORE	CORMABM	COR-AMD1	Hedgehog	Mobile Missile Defense	3	3	92321	1508	780	0	10	0	96450	0	1	0	1	1	1	155	0	CORE_TANK	0	0	ATOMIC_BLAST	CRAWL_BLASTSML	CORE SPECIAL DEFENSIVE WEAPON LEVEL3 NOTAIR NOTSUB 	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		CORMABM_dead			322		Défense mobile antimissile	1	2	1	1	1	1	1					1	1	1.2	0.027	0.015	430	1	1			Standby	640	TANKSH3				CORMABM_WEAPON			1	VTOL	VTOL														Defensa de Misiles Móvil	Difesa mobile missilistica	VTOL			0.5	1																																																									Hedgehog	Mobile Raketenabwehr	Hedgehog	Hedgehog	Hedgehog										
